source:test_barley/clusters_cds_t3	Alexis.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	AmagiNijo.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Beiqing5.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Esterel.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Franka.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Himala2.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_ECI-2-0.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_Turkey-19-24.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_XZ2.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Morex_MIPS_cDNAs.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Padanggamu.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	SBCC073_fLF.Trinity.fna.gz_l50_E1e-05.diamond.cds.fna.gz.nucl	Scarlett_fLF.Trinity.fna.gz_l50_E1e-05.diamond.cds.fna.gz.nucl	TX9425.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Yiwuerleng.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	
129506_TR29658-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	1	1	0	1	1	
129513_TR31813-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	
129525_TR35653-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	
129535_TR4432-c0_g1_i1.fna	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	
129541_TR5184-c0_g2_i1.fna	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	
129559_TR11049-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	
129565_TR12579-c0_g1_i3.fna	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	
129569_TR13172-c0_g1_i1.fna	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	
129608_TR24397-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	
129612_TR25319-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	
129620_TR27013-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	
129647_TR32525-c0_g3_i1.fna	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	
129674_TR1312-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	
129677_TR2983-c0_g1_i1.fna	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	
129678_TR3184-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	
129718_TR13162-c0_g1_i1.fna	0	0	0	2	0	1	0	0	2	0	0	0	0	1	0	
129745_TR19357-c0_g1_i1.fna	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	
129799_TR34431-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	
129804_TR34953-c0_g1_i1.fna	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	
129829_TR5556-c0_g1_i1.fna	0	0	0	1	1	0	0	1	1	4	0	0	1	0	1	
129854_TR13596-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	
129857_TR14078-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	
129885_TR20159-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	
129897_TR24370-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	
129969_TR8255-c0_g1_i1.fna	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	
129980_TR10783-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	
129987_TR12901-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	
130025_TR24101-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	
130044_TR28015-c2_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	1	1	0	1	1	
130070_TR32014-c0_g1_i1.fna	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	
130080_TR33819-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	
130099_TR899-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	
130114_TR4046-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	
130120_TR5657-c0_g1_i1.fna	0	0	0	1	1	1	2	1	2	1	0	1	0	1	0	
130163_TR14750-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	
130166_TR15439-c0_g1_i1.fna	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	
130167_TR15711-c0_g1_i1.fna	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	
130199_TR19645-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	
130211_TR23032-c0_g1_i1.fna	0	0	0	1	0	0	1	2	0	1	0	1	0	0	0	
130218_TR24552-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	
130239_TR30245-c0_g1_i1.fna	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	
130254_TR33476-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	
130264_TR10048-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	
130280_TR4820-c0_g1_i1.fna	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	
130302_TR13849-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	
130309_TR15721-c0_g2_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	
130339_TR21988-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	
130378_TR33286-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	
130398_TR1493-c0_g1_i1.fna	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	
130410_TR4404-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	
130420_TR5187-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	
130439_TR10261-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	
130449_TR12982-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	2	0	1	1	0	0	
130456_TR14471-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	
130478_TR19321-c0_g1_i1.fna	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	
130505_TR24609-c0_g1_i1.fna	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	
130506_TR24751-c0_g1_i1.fna	0	0	0	1	1	0	1	0	1	1	0	1	1	0	0	
130508_TR25513-c0_g1_i1.fna	0	0	0	2	2	0	1	0	0	7	0	2	2	0	0	
130509_TR25565-c0_g1_i1.fna	0	0	0	1	0	0	1	2	1	0	0	0	0	0	1	
130522_TR28588-c1_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	
130556_TR243-c0_g2_i1.fna	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	
130594_TR10013-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	
130615_TR14317-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	
130647_TR20954-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	
130662_TR24726-c0_g2_i1.fna	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	
130667_TR25720-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	
130673_TR26874-c0_g1_i1.fna	0	0	0	1	1	1	1	1	2	0	0	2	1	2	1	
130680_TR29629-c0_g2_i1.fna	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	
130693_TR32314-c3_g9_i2.fna	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	
130695_TR32446-c0_g1_i1.fna	0	0	0	1	0	1	0	1	0	0	1	0	1	1	1	
130708_TR113-c1_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	
130718_TR1948-c0_g1_i1.fna	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	
130742_TR9853-c2_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	
130753_TR11250-c1_g1_i1.fna	0	0	0	3	0	1	1	1	3	0	0	1	0	1	0	
130759_TR12102-c1_g1_i1.fna	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	
130767_TR13698-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	
130770_TR14732-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	
130784_TR17541-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	
130792_TR18547-c0_g1_i1.fna	0	0	0	1	1	0	1	0	1	1	1	2	1	1	1	
130795_TR18906-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	
130803_TR20404-c0_g1_i1.fna	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	
130822_TR23848-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	
130825_TR24474-c0_g1_i1.fna	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	
130834_TR27248-c1_g2_i1.fna	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	
130845_TR29842-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	
130867_TR34686-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	
130896_TR5829-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	
130910_TR8406-c0_g1_i1.fna	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	
130915_TR9830-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	
130941_TR15891-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	
130954_TR20218-c0_g2_i4.fna	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	
130967_TR23510-c0_g3_i1.fna	0	0	0	1	1	0	1	1	1	0	0	0	0	1	1	
130975_TR25813-c0_g1_i1.fna	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	
130983_TR27482-c1_g1_i1.fna	0	0	0	1	2	0	1	0	0	0	0	1	0	0	1	
131001_TR32824-c0_g3_i1.fna	0	0	0	2	1	2	0	0	1	0	0	0	2	0	1	
131003_TR33156-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	
131024_TR2297-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	
131063_TR10602-c0_g1_i1.fna	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	
131069_TR11117-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	
131089_TR14189-c0_g1_i1.fna	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	
131108_TR19126-c0_g1_i1.fna	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	
131122_TR23522-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	
131175_TR1077-c2_g1_i1.fna	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	
131184_TR3196-c1_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	
131186_TR3504-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	
131195_TR5639-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	
131196_TR6010-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	
131212_TR8168-c0_g1_i1.fna	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	
131229_TR12574-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	
131231_TR12752-c0_g3_i1.fna	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	
131239_TR14767-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	
131248_TR15952-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	
131252_TR16692-c0_g1_i1.fna	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	
131254_TR17045-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	
131267_TR19498-c0_g1_i1.fna	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	
131271_TR21320-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	
131272_TR21558-c0_g1_i1.fna	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	
131285_TR24033-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	
131302_TR27233-c0_g1_i1.fna	0	0	0	1	1	0	2	2	1	1	0	0	0	0	1	
131333_TR32156-c0_g1_i1.fna	0	0	0	1	1	1	1	1	0	0	1	1	0	1	1	
131336_TR32504-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	
131342_TR34236-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	
131345_TR35737-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	
131354_TR1046-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	
131362_TR2919-c0_g2_i1.fna	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	
131363_TR3216-c0_g1_i1.fna	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	
131364_TR3323-c2_g2_i2.fna	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	
131367_TR3613-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	
131382_TR7336-c0_g1_i1.fna	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	
131408_TR10553-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	
131409_TR11367-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	
131433_TR16461-c0_g2_i1.fna	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	
131434_TR16464-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	
131439_TR18040-c6_g7_i1.fna	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	
131444_TR19253-c1_g1_i1.fna	0	0	0	1	1	0	0	1	0	0	0	1	1	0	0	
131445_TR19253-c1_g1_i2.fna	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	
131448_TR19508-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	
131454_TR20022-c0_g1_i1.fna	0	0	0	1	1	1	0	0	1	0	1	0	1	1	1	
131475_TR25211-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	
131483_TR27548-c0_g1_i1.fna	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	
131497_TR31182-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	
131503_TR31826-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	
131520_TR34950-c0_g1_i1.fna	0	0	0	1	1	0	1	1	0	1	1	2	2	0	0	
131523_TR35124-c0_g1_i1.fna	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	
131524_TR35142-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	
131527_TR35646-c0_g2_i1.fna	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	
131546_TR3323-c2_g2_i1.fna	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	
131547_TR3510-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	
131569_TR7930-c0_g1_i1.fna	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	
131609_TR15009-c0_g1_i2.fna	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	
131620_TR17830-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	
131623_TR18413-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	
131633_TR20883-c0_g1_i1.fna	0	0	0	1	2	0	0	0	0	0	0	0	2	2	1	
131640_TR22244-c0_g1_i1.fna	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	
131648_TR24309-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	4	0	0	2	0	0	
131651_TR24779-c0_g1_i1.fna	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	
131672_TR29904-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	
131677_TR30646-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	
131679_TR31668-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	
131694_TR35517-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	
131698_TR25138-c0_g1_i1.fna	0	0	0	2	0	0	0	0	0	3	0	0	1	0	0	
131711_TR3030-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	
131712_TR3148-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	
131721_TR4934-c0_g1_i1.fna	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	
131765_TR12459-c0_g1_i1.fna	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	
131773_TR14500-c1_g1_i3.fna	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	
131782_TR16463-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	
131793_TR19258-c0_g1_i2.fna	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	
131800_TR21137-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	
131809_TR22399-c2_g2_i1.fna	0	0	0	2	0	0	0	1	0	1	1	2	0	0	0	
131810_TR22802-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	
131813_TR23538-c0_g1_i1.fna	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	
131815_TR23936-c0_g1_i1.fna	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	
131819_TR24661-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	
131820_TR24846-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	
131851_TR29749-c0_g2_i1.fna	0	0	0	2	0	0	1	1	0	0	1	1	0	1	0	
131873_TR33431-c0_g1_i1.fna	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	
131883_TR35052-c0_g2_i1.fna	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	
131893_TR1548-c0_g1_i1.fna	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	
131898_TR2227-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	2	0	0	1	0	0	
131911_TR4329-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	
131936_TR8612-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	3	1	0	1	0	0	
131944_TR10967-c0_g1_i5.fna	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	
131954_TR13432-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	
131964_TR15863-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	
131969_TR16975-c2_g1_i1.fna	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	
131977_TR18758-c0_g1_i1.fna	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	
131988_TR20933-c0_g2_i1.fna	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	
132038_TR32909-c0_g1_i4.fna	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	
132062_TR2582-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	
132075_TR5557-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	
132082_TR6871-c0_g2_i1.fna	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	
132087_TR7602-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	
132093_TR7898-c0_g1_i1.fna	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	
132108_TR10056-c0_g1_i1.fna	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	
132138_TR18038-c0_g1_i1.fna	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	
132144_TR18989-c0_g1_i1.fna	0	0	0	1	1	0	1	2	2	3	0	1	2	0	1	
132145_TR19063-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	
132184_TR25809-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	
132189_TR26529-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	
132193_TR27055-c0_g1_i1.fna	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	
132194_TR27323-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	
132198_TR27752-c2_g1_i4.fna	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	
132202_TR28171-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	
132211_TR30007-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	
132216_TR30479-c1_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	
132228_TR33380-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	
132237_TR35509-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	
132238_TR35573-c0_g1_i1.fna	0	0	0	1	0	0	0	0	2	3	0	0	0	0	0	
132242_TR155-c1_g1_i1.fna	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	
132248_TR1470-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	
132285_TR6804-c0_g1_i1.fna	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	
132293_TR7686-c0_g2_i1.fna	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	
132305_TR10257-c0_g1_i1.fna	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	
132311_TR11555-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	
132318_TR13728-c3_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	
132326_TR15149-c0_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	
132329_TR15428-c0_g1_i1.fna	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	
132335_TR17936-c0_g1_i1.fna	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	
132339_TR18381-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	
132347_TR19420-c0_g1_i1.fna	0	0	0	2	1	0	2	0	1	0	0	0	1	0	0	
132349_TR19741-c1_g1_i1.fna	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	
132362_TR23047-c0_g1_i1.fna	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	
132384_TR26512-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	
132394_TR27516-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	
132404_TR29593-c2_g7_i1.fna	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	
132409_TR30627-c0_g1_i6.fna	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	
132418_TR32815-c0_g1_i1.fna	0	0	0	1	1	0	0	1	0	2	1	0	0	1	1	
132420_TR33367-c0_g1_i2.fna	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	
132421_TR33728-c0_g2_i1.fna	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	
132430_TR34881-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	
132433_TR35191-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	
132447_TR1099-c0_g1_i1.fna	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	
132456_TR2811-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	
132460_TR3474-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	
132470_TR4725-c0_g1_i1.fna	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	
132475_TR6052-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	
132476_TR6085-c1_g1_i1.fna	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	
132481_TR6730-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	
132496_TR10182-c0_g1_i1.fna	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	
132508_TR11654-c0_g1_i1.fna	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	
132549_TR16509-c1_g1_i1.fna	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	
132551_TR16641-c0_g2_i1.fna	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	
132581_TR23549-c0_g1_i1.fna	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	
132611_TR30196-c0_g2_i1.fna	0	0	0	1	1	0	0	1	0	0	1	1	1	1	0	
132614_TR30412-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	2	0	0	2	0	1	
132647_TR795-c0_g1_i1.fna	0	0	0	2	0	0	2	0	0	4	2	3	0	0	2	
132648_TR956-c0_g1_i1.fna	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	
132651_TR1783-c0_g2_i1.fna	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	
132674_TR6937-c0_g1_i1.fna	0	0	0	1	1	2	0	1	0	0	0	1	1	0	1	
132675_TR7649-c0_g1_i1.fna	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	
132689_TR11178-c0_g1_i1.fna	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	
132693_TR11974-c0_g1_i1.fna	0	0	0	1	0	0	1	0	2	2	1	2	3	0	0	
132694_TR12046-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	
132695_TR12220-c0_g2_i1.fna	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	
132696_TR12277-c0_g2_i1.fna	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	
132698_TR12420-c0_g1_i1.fna	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	
132717_TR14762-c0_g1_i1.fna	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	
132724_TR16754-c0_g1_i1.fna	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	
132743_TR19733-c0_g1_i1.fna	0	0	0	1	1	0	1	1	0	0	1	2	0	1	0	
132767_TR24971-c0_g1_i1.fna	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	
